scheme,standard_number,base_is_number,product_name,category,qco_notification
Scheme-I (ISI Mark),IS 303 : 1989,IS 303,Plywood for general purposes,Plywood and Wooden flush door shutters,"90. Plywood and Wooden flush door shutters (Quality Control) Order, 2023 S.O. 3841(E), dated 29th August 2023 Plywood and Wooden flush door shutters (Quality Control) Order, 2024 S.O. 1377(E), dated 15th March 2024 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 2202 (,IS 2202,Wooden flush door shutters (solid core type) – Plywood face panels,Plywood and Wooden flush door shutters,"90. Plywood and Wooden flush door shutters (Quality Control) Order, 2023 S.O. 3841(E), dated 29th August 2023 Plywood and Wooden flush door shutters (Quality Control) Order, 2024 S.O. 1377(E), dated 15th March 2024 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 710 : 2010,IS 710,Marine plywood,Plywood and Wooden flush door shutters,"90. Plywood and Wooden flush door shutters (Quality Control) Order, 2023 S.O. 3841(E), dated 29th August 2023 Plywood and Wooden flush door shutters (Quality Control) Order, 2024 S.O. 1377(E), dated 15th March 2024 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 5509 : 2021,IS 5509,Fire retardant plywood,Plywood and Wooden flush door shutters,"90. Plywood and Wooden flush door shutters (Quality Control) Order, 2023 S.O. 3841(E), dated 29th August 2023 Plywood and Wooden flush door shutters (Quality Control) Order, 2024 S.O. 1377(E), dated 15th March 2024 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 1328 : 1996,IS 1328,Veneered decorative plywood,Plywood and Wooden flush door shutters,"90. Plywood and Wooden flush door shutters (Quality Control) Order, 2023 S.O. 3841(E), dated 29th August 2023 Plywood and Wooden flush door shutters (Quality Control) Order, 2024 S.O. 1377(E), dated 15th March 2024 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 2191 (,IS 2191,Wooden flush door shutters (cellular and hollow core type) – Particle board and hardboard face panels,Plywood and Wooden flush door shutters,"90. Plywood and Wooden flush door shutters (Quality Control) Order, 2023 S.O. 3841(E), dated 29th August 2023 Plywood and Wooden flush door shutters (Quality Control) Order, 2024 S.O. 1377(E), dated 15th March 2024 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 2191 (,IS 2191,Wooden flush door shutters (cellular and hollow core type) – Plywood face panels,Plywood and Wooden flush door shutters,"90. Plywood and Wooden flush door shutters (Quality Control) Order, 2023 S.O. 3841(E), dated 29th August 2023 Plywood and Wooden flush door shutters (Quality Control) Order, 2024 S.O. 1377(E), dated 15th March 2024 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 2202 (,IS 2202,"Wooden Flush Door Shutters (Solid core type) – Particle board, High Density Fibre Board, Medium Density Fibre Board and Fibre Hardboard Face Panels",Plywood and Wooden flush door shutters,"90. Plywood and Wooden flush door shutters (Quality Control) Order, 2023 S.O. 3841(E), dated 29th August 2023 Plywood and Wooden flush door shutters (Quality Control) Order, 2024 S.O. 1377(E), dated 15th March 2024 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 4990 : 2011,IS 4990,Plywood for concrete shuttering works – Specification,Plywood and Wooden flush door shutters,"90. Plywood and Wooden flush door shutters (Quality Control) Order, 2023 S.O. 3841(E), dated 29th August 2023 Plywood and Wooden flush door shutters (Quality Control) Order, 2024 S.O. 1377(E), dated 15th March 2024 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 10701 : 2012,IS 10701,Structural plywood – Specification,Plywood and Wooden flush door shutters,"90. Plywood and Wooden flush door shutters (Quality Control) Order, 2023 S.O. 3841(E), dated 29th August 2023 Plywood and Wooden flush door shutters (Quality Control) Order, 2024 S.O. 1377(E), dated 15th March 2024 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026"
Scheme-I (ISI Mark),IS 1921: 2005,IS 1921,Flux Cored Solder Wire,Flux Cored Solder Wire,"Flux Cored Solder Wire (Quality Control) Order, 2023 S.O. 4092(E), dated 18th September 2023 Rescind Flux Cored Solder Wire (Quality Control) Order, 2023 S.O. 165(E) Dated 12 January, 2026"
Scheme-I (ISI Mark),IS 15155 : 2020,IS 15155,Bar or wire Wrapped Steel Cylinder Pipes with Mortar Lining and Coating Including Specials,Miscellaneous Steel Products,"91. Miscellaneous Steel Products (Quality Control) Order, 2023 S.O. 4240(E), dated 25th September 2023"
Scheme-I (ISI Mark),IS 16651 : 2017,IS 16651,High Strength deformed stainless steel bars and wires for concrete reinforcement,Miscellaneous Steel Products,"91. Miscellaneous Steel Products (Quality Control) Order, 2023 S.O. 4240(E), dated 25th September 2023"
Scheme-I (ISI Mark),IS 6392 : 2020,IS 6392,Steel Pipe Flanges,Miscellaneous Steel Products,"91. Miscellaneous Steel Products (Quality Control) Order, 2023 S.O. 4240(E), dated 25th September 2023"
Scheme-I (ISI Mark),IS 6913 : 1973,IS 6913,Stainless steel tubes for the food and beverage industry,Miscellaneous Steel Products,"91. Miscellaneous Steel Products (Quality Control) Order, 2023 S.O. 4240(E), dated 25th September 2023"
Scheme-I (ISI Mark),IS 7092 (,IS 7092,Aluminium alloy tubes for irrigation purposes -welded tubes,Aluminium and Aluminium Alloy Products,"92. Aluminium and Aluminium Alloy Products (Quality Control) Order, 2023 S.O. 4241(E), dated 25th September 2023 Aluminum and Aluminum Alloy Products (Quality Control) Amendment Order, 2024 S.O. 1512(E), dated 22nd March 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2024 S.O. 4696(E), dated 28th October 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2025 S.O. 2021 (E) Dated 06 May, 2025 Corrigendum S.O. 2682 (E) Dated 16 June, 2025 शुद्धिपत्र S.O. 2683 (E) Dated 16 June, 2025 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026 S.O. 1319 (E) Dated 13 March, 2026"
Scheme-I (ISI Mark),IS 7092 (,IS 7092,Aluminium alloy tube for irrigation purposes – extruded tube,Aluminium and Aluminium Alloy Products,"92. Aluminium and Aluminium Alloy Products (Quality Control) Order, 2023 S.O. 4241(E), dated 25th September 2023 Aluminum and Aluminum Alloy Products (Quality Control) Amendment Order, 2024 S.O. 1512(E), dated 22nd March 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2024 S.O. 4696(E), dated 28th October 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2025 S.O. 2021 (E) Dated 06 May, 2025 Corrigendum S.O. 2682 (E) Dated 16 June, 2025 शुद्धिपत्र S.O. 2683 (E) Dated 16 June, 2025 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026 S.O. 1319 (E) Dated 13 March, 2026"
Scheme-I (ISI Mark),IS 5484:1997,IS 5484,EC Grade Aluminium Rod produced by Continuous Casting and Rolling,Aluminium and Aluminium Alloy Products,"92. Aluminium and Aluminium Alloy Products (Quality Control) Order, 2023 S.O. 4241(E), dated 25th September 2023 Aluminum and Aluminum Alloy Products (Quality Control) Amendment Order, 2024 S.O. 1512(E), dated 22nd March 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2024 S.O. 4696(E), dated 28th October 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2025 S.O. 2021 (E) Dated 06 May, 2025 Corrigendum S.O. 2682 (E) Dated 16 June, 2025 शुद्धिपत्र S.O. 2683 (E) Dated 16 June, 2025 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026 S.O. 1319 (E) Dated 13 March, 2026"
Scheme-I (ISI Mark),IS 733:1983,IS 733,"Wrought aluminium and aluminium alloy bars, rods and sections (For General Engineering Purposes)",Aluminium and Aluminium Alloy Products,"92. Aluminium and Aluminium Alloy Products (Quality Control) Order, 2023 S.O. 4241(E), dated 25th September 2023 Aluminum and Aluminum Alloy Products (Quality Control) Amendment Order, 2024 S.O. 1512(E), dated 22nd March 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2024 S.O. 4696(E), dated 28th October 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2025 S.O. 2021 (E) Dated 06 May, 2025 Corrigendum S.O. 2682 (E) Dated 16 June, 2025 शुद्धिपत्र S.O. 2683 (E) Dated 16 June, 2025 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026 S.O. 1319 (E) Dated 13 March, 2026"
Scheme-I (ISI Mark),IS 734:1975,IS 734,"Wrought aluminium and aluminium alloys, forging stock and forgings for general engineering purposes",Aluminium and Aluminium Alloy Products,"92. Aluminium and Aluminium Alloy Products (Quality Control) Order, 2023 S.O. 4241(E), dated 25th September 2023 Aluminum and Aluminum Alloy Products (Quality Control) Amendment Order, 2024 S.O. 1512(E), dated 22nd March 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2024 S.O. 4696(E), dated 28th October 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2025 S.O. 2021 (E) Dated 06 May, 2025 Corrigendum S.O. 2682 (E) Dated 16 June, 2025 शुद्धिपत्र S.O. 2683 (E) Dated 16 June, 2025 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026 S.O. 1319 (E) Dated 13 March, 2026"
Scheme-I (ISI Mark),IS 736:1986,IS 736,Wrought aluminium and aluminium alloy plate for general engineering purposes,Aluminium and Aluminium Alloy Products,"92. Aluminium and Aluminium Alloy Products (Quality Control) Order, 2023 S.O. 4241(E), dated 25th September 2023 Aluminum and Aluminum Alloy Products (Quality Control) Amendment Order, 2024 S.O. 1512(E), dated 22nd March 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2024 S.O. 4696(E), dated 28th October 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2025 S.O. 2021 (E) Dated 06 May, 2025 Corrigendum S.O. 2682 (E) Dated 16 June, 2025 शुद्धिपत्र S.O. 2683 (E) Dated 16 June, 2025 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026 S.O. 1319 (E) Dated 13 March, 2026"
Scheme-I (ISI Mark),IS 737:2008,IS 737,Wrought aluminium and aluminium alloy sheet and strip for general engineering purposes,Aluminium and Aluminium Alloy Products,"92. Aluminium and Aluminium Alloy Products (Quality Control) Order, 2023 S.O. 4241(E), dated 25th September 2023 Aluminum and Aluminum Alloy Products (Quality Control) Amendment Order, 2024 S.O. 1512(E), dated 22nd March 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2024 S.O. 4696(E), dated 28th October 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2025 S.O. 2021 (E) Dated 06 May, 2025 Corrigendum S.O. 2682 (E) Dated 16 June, 2025 शुद्धिपत्र S.O. 2683 (E) Dated 16 June, 2025 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026 S.O. 1319 (E) Dated 13 March, 2026"
Scheme-I (ISI Mark),IS 739:1992,IS 739,Wrought aluminium and aluminium alloy wire for general engineering purposes,Aluminium and Aluminium Alloy Products,"92. Aluminium and Aluminium Alloy Products (Quality Control) Order, 2023 S.O. 4241(E), dated 25th September 2023 Aluminum and Aluminum Alloy Products (Quality Control) Amendment Order, 2024 S.O. 1512(E), dated 22nd March 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2024 S.O. 4696(E), dated 28th October 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2025 S.O. 2021 (E) Dated 06 May, 2025 Corrigendum S.O. 2682 (E) Dated 16 June, 2025 शुद्धिपत्र S.O. 2683 (E) Dated 16 June, 2025 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026 S.O. 1319 (E) Dated 13 March, 2026"
Scheme-I (ISI Mark),IS 740:1977,IS 740,Wrought aluminium and aluminium alloy rivet stock for general engineering purposes,Aluminium and Aluminium Alloy Products,"92. Aluminium and Aluminium Alloy Products (Quality Control) Order, 2023 S.O. 4241(E), dated 25th September 2023 Aluminum and Aluminum Alloy Products (Quality Control) Amendment Order, 2024 S.O. 1512(E), dated 22nd March 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2024 S.O. 4696(E), dated 28th October 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2025 S.O. 2021 (E) Dated 06 May, 2025 Corrigendum S.O. 2682 (E) Dated 16 June, 2025 शुद्धिपत्र S.O. 2683 (E) Dated 16 June, 2025 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026 S.O. 1319 (E) Dated 13 March, 2026"
Scheme-I (ISI Mark),IS 5082:1998,IS 5082,"Wrought aluminium and aluminium alloy bars, rods, tubes, sections, plates and sheets for electrical applications",Aluminium and Aluminium Alloy Products,"92. Aluminium and Aluminium Alloy Products (Quality Control) Order, 2023 S.O. 4241(E), dated 25th September 2023 Aluminum and Aluminum Alloy Products (Quality Control) Amendment Order, 2024 S.O. 1512(E), dated 22nd March 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2024 S.O. 4696(E), dated 28th October 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2025 S.O. 2021 (E) Dated 06 May, 2025 Corrigendum S.O. 2682 (E) Dated 16 June, 2025 शुद्धिपत्र S.O. 2683 (E) Dated 16 June, 2025 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026 S.O. 1319 (E) Dated 13 March, 2026"
Scheme-I (ISI Mark),IS 16011:2012,IS 16011,Aluminium and aluminium alloy foil for pharmaceutical packaging,Aluminium and Aluminium Alloy Products,"92. Aluminium and Aluminium Alloy Products (Quality Control) Order, 2023 S.O. 4241(E), dated 25th September 2023 Aluminum and Aluminum Alloy Products (Quality Control) Amendment Order, 2024 S.O. 1512(E), dated 22nd March 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2024 S.O. 4696(E), dated 28th October 2024 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2025 S.O. 2021 (E) Dated 06 May, 2025 Corrigendum S.O. 2682 (E) Dated 16 June, 2025 शुद्धिपत्र S.O. 2683 (E) Dated 16 June, 2025 Order for Goods & Articles Exemption against Import S.O. 775(E) Dated 13th February, 2026 Order for Goods & Articles Exemption against Purchase S.O. 776(E) Dated 13th February, 2026 Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026 S.O. 1319 (E) Dated 13 March, 2026"
