corpus_id,organization,source_system,source_section,tender_reference,tender_id,description,description_kind,item_type_hint,quantity,unit,location,product_category,document_url,source_url
M000123,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Claus Catalyst charge for Sulphur Recovery Unit (SRU),procurement_plan_item,chemical,22,,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000124,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Coke cutting system for delayed Coker unit,procurement_plan_item,,4,Nos.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000125,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Colloidal mill,procurement_plan_item,,1,,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000126,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Color Spectrophotometer (Based on reflectance),procurement_plan_item,,1,No.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000127,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Column/ Reactor Spares,procurement_plan_item,spares,36,Lot,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000128,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Column/Column Internals/Column Modification,procurement_plan_item,,22,Nos.,,Refineries,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000129,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Compressor Spares,procurement_plan_item,compressor,64,Lot,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000130,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Compressors/Blowers/Fans,procurement_plan_item,compressor,14,Nos.,,Refineries,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000131,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Computers,procurement_plan_item,,200,Nos.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000132,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Continuous Flow Reactor System,procurement_plan_item,,1,No,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000133,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Control valve (Nos),procurement_plan_item,control valve,75,Nos.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000134,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Control valve trims,procurement_plan_item,control valve,8,Nos,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000135,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Conveyor Chain in RM,procurement_plan_item,conveyor,6.55,Nos.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000136,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Cu corrosion apparatus,procurement_plan_item,,0.12,,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000137,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Cu strip corrosion for LPG (D1838),procurement_plan_item,,0.18,,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000138,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Cutter Blades of Extruder,procurement_plan_item,,1600,No,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000139,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Cyclo-Hexyl Methyl Methoxysilane (DONOR C),procurement_plan_item,,33,MT,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000140,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,DCS card,procurement_plan_item,instrument,1,No.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000141,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,DSTDP (distearyl thiodipropionate) - acts as a secondary antioxidant for PP polymers,procurement_plan_item,,100,MT,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000142,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Deep freezer,procurement_plan_item,,1,No,,Capex Procurement Projected,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000143,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Density for LPG,procurement_plan_item,,0.12,,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000144,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Density meter,procurement_plan_item,,1,No,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000145,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Desalter System,procurement_plan_item,,2,Set,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000146,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,"Desiccant for ethylene guard bed (Fixed bed for ethylene purification) - used for removal of Carbon monoxide, carbon dioxide, moisture from Ethylene feed in Swing unit to Ultra low levels",procurement_plan_item,,63,MT,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000147,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Design of Experiment (DOE) Software,procurement_plan_item,,5,Nos,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000148,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Development of oxy-steam biomass gasification process,procurement_plan_item,,1,Lot,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000149,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Dewatering Screens,procurement_plan_item,,2,No.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000150,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Di-ICyclo-Pentyl-Di- Methoxy-Silane (DONOR D),procurement_plan_item,,3,MT,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000151,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Dialometer,procurement_plan_item,,1,no,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000152,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Diesel / Fire Engine Spares / filters / glands,procurement_plan_item,filter,651,Nos.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000153,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Diesel analyzer,procurement_plan_item,instrument,0.60,,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000154,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Distillation D86 apparatus,procurement_plan_item,,1,No,,Capex Procurement Projected,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000155,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Double Block & Bleed Valve (DBBV),procurement_plan_item,valve,158,EA,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000156,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Dryer spares,procurement_plan_item,spares,16,Nos.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000157,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Dryer treater Adsorbent,procurement_plan_item,,1,Lot,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000158,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Dual Beam UV-Vis Spectrophotometer,procurement_plan_item,,1,No,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000159,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,EEE (Nos),procurement_plan_item,,6.13,Nos.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000160,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,ER Probe(Nos),procurement_plan_item,,59,Nos.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000161,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,"ETP, LPG Plant Equipment Spares",procurement_plan_item,spares,12,Lot,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000162,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,"ETP,LPG Plant Equipment Spares",procurement_plan_item,spares,12,Lot,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000163,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,ETV-ICP for Graphite,procurement_plan_item,,1,no,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000164,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,EXTRUSION AND PELLETIZING UNIT (22-PK-3851),procurement_plan_item,,1,Package,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000165,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Electrical Cables,procurement_plan_item,cable,50.00,LOT,,Refineries,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000166,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,"Electrical Items (Transformer, Switchboard,Switch gears, HV/MV Boards,Motors,Hoist,PFIC Panel,VFD,Genset)",procurement_plan_item,motor,70.00,LOT,,Refineries,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000167,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Eluent Generator for IC,procurement_plan_item,,1,lot,,Capex Procurement Projected,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000168,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Emergency evacuation equipment (Nos),procurement_plan_item,,74,Nos.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000169,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Engine Spares,procurement_plan_item,spares,16.80,Lot,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000170,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Equipment,procurement_plan_item,,1,Set,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000171,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Ethylene drying and CO2 removal bed (Adsorbant),procurement_plan_item,,8,MT,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000172,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Ethylene drying and CO2 removal bed (Foxed) for PP Unit,procurement_plan_item,,3,MT,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000173,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Explosion Proof Freezers,procurement_plan_item,,2,,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000174,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Explosion Proof Refrigerators,procurement_plan_item,,4,,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000175,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,"F/F PUMP, Jockey pumps, water filling pumps(Nos)",procurement_plan_item,pump,0.00,,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000176,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,FT-IR Spectrometer,procurement_plan_item,,1,NO,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000177,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,FT-NIR Spectrometer,procurement_plan_item,,1,No,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000178,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,FT-Raman Spectrometer,procurement_plan_item,,1,lot,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000179,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Fan & Blower Spares,procurement_plan_item,spares,7,Lot,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000180,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Fire / SCADA / GMS Panel Spares / MIMIC / sensors / transmitter,procurement_plan_item,instrument,279,Nos.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000181,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Fire Engine,procurement_plan_item,,14,Nos.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000182,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Fire Engine / DG / DC Batteries in Nos,procurement_plan_item,,3100,Nos.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000183,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Fire Fighting Pipes (km),procurement_plan_item,pipe,0.07,Km,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000184,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Fire Fighting Pump (Nos),procurement_plan_item,pump,3,Nos.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000185,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,"Fire Fighting system/equipment/package , Foam Concentrate, Manual & Remote Operated High Volume Longe Range Monitor with Accessories",procurement_plan_item,,40.00,LOT,,Refineries,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000186,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Fire Pump,procurement_plan_item,pump,28,EA,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000187,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Fixed bed reactor cum adsorption setup,procurement_plan_item,,1,no,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000188,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Flow Tee (Nos),procurement_plan_item,pipe fitting,99,Nos.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000189,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Fluidized Catalytic Cracking Catalyst,procurement_plan_item,chemical,4435,MT,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000190,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Freeze Dryer,procurement_plan_item,,2,no,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000191,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Fuel analyzer for higher alcohol blended gasoline,procurement_plan_item,instrument,0.16,,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000192,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Fuel cell stack assembly,procurement_plan_item,chimney,1,,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000193,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Fume hood,procurement_plan_item,,1,,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000194,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Furnace Spares,procurement_plan_item,spares,15,Lot,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000195,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,GC-FID/TCD,procurement_plan_item,,1,lot,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000196,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,GPC with multiple detector,procurement_plan_item,,1,lot,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000197,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Gas Chromatograph,procurement_plan_item,,1,No.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000198,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Gas Distribution System Upgradation,procurement_plan_item,,1,No,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000199,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Gasket fabrication machine for stack,procurement_plan_item,gasket,1,,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000200,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Gear Box Spares,procurement_plan_item,gearbox,9,Lot,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000201,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Glassware washers,procurement_plan_item,,1,lot,,Capex Procurement Projected,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000202,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Globe Valve (Nos),procurement_plan_item,globe valve,74,Nos.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000203,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,Grease (VASELINE),procurement_plan_item,chemical,27,MT,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000204,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,H2 cylinder bank,procurement_plan_item,,1,lot,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000205,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,H2S Analyser in Sulphur recovery Tail Gas Analyser in Sulphur recovery unit Analyser in Stack & Ambient air quality measurement for Sox,procurement_plan_item,instrument,1,No.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000206,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,"H2S Analyser, H2/COS Analyser",procurement_plan_item,instrument,1,No.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000207,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,HDPE consumable polymerization Catalyst - used for polymerization reaction for production of specific grade of High density polyethylene from Ethylene,procurement_plan_item,chemical,8,MT,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000208,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,HOT crane (Nos),procurement_plan_item,crane,8,Nos.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000209,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,HPLC with PDA/RI,procurement_plan_item,,1,lot,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000210,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,HPLC with RI/PDA/CAD,procurement_plan_item,,1,lot,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000211,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,HT Capacitor Panel(Nos),procurement_plan_item,,5,Nos.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
M000212,Indian Oil Corporation Limited,iocl.com,Future Procurement Plan FY2025-26,,,HT Panel(Nos),procurement_plan_item,,5,Nos.,,,data/raw/iocl/tenders/Future_Procurement_Plan25-26.pdf,
